roll_number,previous_percentage,past_attendance,study_hours,commute_time,board_exam_marks,tuition_hours,attendance,exam_marks
R0184,88.24592867446025,98.08739749695584,9.659014570929944,0.7009404046358558,87.68420139567111,5.377707777946096,88.82176311010791,80.44359116398378
R0185,85.81131805424548,89.52002935358081,11.914543883188095,1.7176278293497136,87.1003300082543,0.5954413800249625,81.06562693956089,77.0171085399528
R0186,78.7333550070493,84.02384282320347,15.110020566047805,0.2530889174268163,92.18618816143254,5.5550735232704564,76.34615770307857,73.07158310497796
R0187,75.63301517585545,94.4539571927873,13.122594231837319,1.1312897647695772,91.54903714790798,7.913415240196365,85.71590043863118,73.77393370731465
R0188,83.04419268181715,87.11660698917483,17.651416935635737,0.28412321888612446,93.253153342362,5.738275735838572,79.33667717822406,76.39566007715838
R0189,65.67910452858372,96.26480089463459,16.42614059704274,1.4095916722643733,82.44939127051366,2.6530637012041893,87.37174693987744,68.86705982968756
R0190,82.05982470440676,81.17777507288879,5.874458057935356,1.8101562555889623,87.30749688041779,6.6754827233433724,73.29999647505711,72.21903812403748
R0191,82.7868694688247,90.03649071078735,19.97631850885661,0.8692153077345068,91.754358507918,3.6148842996524766,82.00667821652594,77.07009135580309
R0192,82.6410710518856,92.7471814065957,16.28603680579201,0.9761845205299517,90.72899389465992,5.4487328428573525,84.28467624948202,77.18762633914406
R0193,81.22981108689851,94.66467672387373,17.958549744411698,1.8548456729655245,88.65125153819028,4.8756536327892475,86.13033932740103,77.050490235208
R0194,84.80498720878646,91.54380960661234,14.767965681430196,1.0419827772987142,80.71011984799712,3.811750009651801,83.04074075082539,76.70941659783269
R0195,72.46479779073684,84.16962547183826,17.844276920701432,0.9751968760991219,88.94032743759452,7.188779803941351,76.53166163369545,69.83771646972687
R0196,83.37350780895048,91.7333596734403,6.685744623930641,1.1566582054086083,81.09210885583181,8.838761119858818,82.86385721955098,75.21057301420927
R0197,81.91790384103248,80.47942972876507,10.216067533389733,1.3784594727259039,89.9779204253049,0.05212518476924943,72.81971178350807,72.70670072581927
R0198,86.38179567439093,89.1275084245421,18.14631415406739,0.21376675017406277,83.49921395099638,9.336165192303673,81.02029314592788,77.67054936958318
R0199,84.1318536216776,88.71368855527273,8.024828169003383,1.642221055483032,75.25054571178583,5.115151360832249,80.26080515815275,74.33983561912498
R0200,83.72688404061995,80.95726466545193,6.173631478700341,0.8710100549065185,89.57166413607628,7.007318803632652,73.09794865211812,73.45051014093069
